,nse,bse
1011,SAREGAMA,532163.0
1012,SHEMAROO,538685.0
1013,SILLYMONKS,
1014,SITINET,532795.0
1015,SABTN,530943.0
1016,SUNTV,532733.0
1017,TIPSINDLTD,532375.0
1018,TOUCHWOOD,
1019,TVVISION,540083.0
1020,TV18BRDCST,532800.0
1021,WONDERLA,538268.0
1022,ZEEL,505537.0
1023,ZEEMEDIA,532794.0
1024,BPCL,500547.0
1025,CHENNPETRO,500110.0
1026,HINDPETRO,500104.0
1027,IOC,530965.0
1028,MRPL,500109.0
1029,RELIANCE,500325.0
1030,AIAENG,532683.0
1031,BHARATFORG,500493.0
1032,DCM,502820.0
1033,ELECTCAST,500128.0
1034,GANGAFORGE,
1035,HILTON,532847.0
1036,JAYNECOIND,522285.0
1037,KALYANIFRG,513509.0
1038,LAKPRE,506079.0
1039,LGBFORGE,533007.0
1040,MMFL,522241.0
1041,MAHINDCIE,532756.0
1042,METALFORGE,513335.0
1043,NELCAST,532864.0
1044,RKFORGE,532527.0
1045,SONACOMS,543300.0
1046,STERTOOLS,530759.0
1047,SUNDRMFAST,500403.0
1048,SGIL,541929.0
1049,TIRUPATIFL,
1050,ALCHEM,526707.0
1051,ANDHRSUGAR,590062.0
1052,ANDREWYU,526173.0
1053,BALMLAWRIE,523319.0
1054,BBTC,501425.0
1055,DCMSHRIRAM,523367.0
1056,GILLANDERS,532716.0
1057,KESORAMIND,502937.0
1058,NBVENTURES,513023.0
1059,QUESS,539978.0
1060,SURANAT&P,517530.0
1061,EVEREADY,531508.0
1062,HBLPOWER,517271.0
1063,NIPPOBATRY,504058.0
1064,AKSHOPTFBR,532351.0
1065,BCP,537766.0
1066,BIRLACABLE,500060.0
1067,CMICABLES,517330.0
1068,CORDSCABLE,532941.0
1069,DIAPOWER,522163.0
1070,FINCABLES,500144.0
1071,GEEKAYWIRE,
1072,GODHA,
1073,KEI,517569.0
1074,PARACABLES,530555.0
1075,POLYCAB,542652.0
1076,STLTECH,532374.0
1077,TNTELE,523419.0
1078,UNIVCABLES,504212.0
1079,VMARCIND,
1080,VINDHYATEL,517015.0
1081,APOLLOPIPE,531761.0
1082,ARROWGREEN,516064.0
1083,ASTRAL,532830.0
1084,AVROIND,
1085,AVSL,
1086,BEARDSELL,539447.0
1087,FINPIPE,500940.0
1088,JAICORPLTD,512237.0
1089,JISLDVREQS,570004.0
1090,JISLJALEQS,500219.0
1091,KINGFA,524019.0
1092,KSHITIJPOL,
1093,MAHEPC,523754.0
1094,MAYURUNIQ,522249.0
1095,MOLDTKPAC,533080.0
1096,NILKAMAL,523385.0
1097,PEARLPOLY,523260.0
1098,PILITA,500327.0
1099,PPL,542684.0
1100,PREMIERPOL,514354.0
1101,PRINCEPIPE,542907.0
1102,RMDRIP,
1103,RESPONIND,505509.0
1104,SAFARI,523025.0
1105,SANCO,532120.0
1106,SPTL,540653.0
1107,SMVD,
1108,SUPREMEIND,509930.0
1109,TAINWALCHM,507785.0
1110,TEXMOPIPES,533164.0
1111,TIJARIA,533629.0
1112,TIMETECHNO,532856.0
1113,TOKYOPLAST,500418.0
1114,VIPIND,507880.0
1115,VIKASECO,530961.0
1116,XPROINDIA,590013.0
1117,AGARIND,531921.0
1118,BEPL,500052.0
1119,DCW,500117.0
1120,DVL,523736.0
1121,INEOSSTYRO,506222.0
1122,KOTHARIPET,532096.0
1123,MANALIPETC,500268.0
1124,PANAMAPET,524820.0
1125,SOTL,524667.0
1126,SUPPETRO,500405.0
1127,ABINFRA,
1128,AKASH,
1129,ARSSINFRA,533163.0
1130,ARTNIRMAN,
1131,BLKASHYAP,532719.0
1132,BRNL,540700.0
1133,BSELINFRA,532123.0
1134,CANDC,532813.0
1135,CCCL,532902.0
1136,CMMIPL,
1137,DRL,
1138,GANESHHOUC,526367.0
1139,GAYAHWS,541546.0
1140,GAYAPROJ,532767.0
1141,GENCON,539407.0
1142,GIRIRAJ,
1143,GPTINFRA,533761.0
1144,HGINFRA,541019.0
1145,HCC,500185.0
1146,INDIANHUME,504741.0
1147,SUBCAPCITY,
1148,ITDCEM,509496.0
1149,JMCPROJECT,522263.0
1150,JPASSOCIAT,532532.0
1151,KNRCON,532942.0
1152,LODHA,543287.0
1153,MADHUCON,531497.0
1154,MAHLIFE,532313.0
1155,MANINFRA,533169.0
1156,MANAV,
1157,MBLINFRA,533152.0
1158,NCC,500294.0
1159,NILAINFRA,530377.0
1160,NILASPACES,542231.0
1161,NIRAJ,532986.0
1162,PBAINFRA,532676.0
1163,PARSVNATH,532780.0
1164,PATELENG,531120.0
1165,PNCINFRA,539150.0
1166,PSPPROJECT,540544.0
1167,PUNJLLOYD,532693.0
1168,RVNL,542649.0
1169,RAMKY,533262.0
1170,RKEC,
1171,RPPINFRA,533284.0
1172,REPL,
1173,SSINFRA,
1174,SADBHAV,532710.0
1175,SADBHIN,539346.0
1176,SETUINFRA,533605.0
1177,SIMPLEXINF,523838.0
1178,SKIL,539861.0
1179,UNIVASTU,
1180,VASCONEQ,533156.0
1181,WELENT,532553.0
1182,ADFFOODS,519183.0
1183,BAJAJCON,533229.0
1184,BRITANNIA,500825.0
1185,CLSEL,530307.0
1186,COLPAL,500830.0
1187,DABUR,500096.0
1188,DANGEE,
1189,DFMFOODS,519588.0
1190,DODLA,543306.0
1191,EMAMILTD,531162.0
1192,EIFFL,
1193,GALAXYSURF,540935.0
1194,GILLETTE,507815.0
1195,GODREJCP,532424.0
1196,HATSUN,531531.0
1197,HERITGFOOD,519552.0
1198,HINDUNILVR,500696.0
1199,HNDFDS,519126.0
1200,JHS,532771.0
1201,JYOTHYLAB,532926.0
1202,KAYA,539276.0
1203,KRBL,530813.0
1204,DAAWAT,532783.0
1205,MARICO,531642.0
1206,BECTORFOOD,543253.0
1207,NGIL,541418.0
1208,NARMADA,
1209,NESTLEIND,500790.0
1210,PGHH,500459.0
1211,PARAGMILK,539889.0
1212,DIAMONDYD,540724.0
1213,SANWARIA,519260.0
1214,SARVESHWAR,
1215,SKMEGGPROD,532143.0
1216,TASTYBITE,519091.0
1217,UMANGDAIRY,500231.0
1218,VADILALIND,519156.0
1219,VBL,540180.0
1220,WALPAR,
1221,ZYDUSWELL,531335.0
1222,ACCURACY,
1223,ALLCARGO,532749.0
1224,ARSHIYA,506074.0
1225,AVG,
1226,BLUEDART,526612.0
1227,CONCOR,531344.0
1228,DRSDILIP,
1229,FSC,540798.0
1230,GDL,532622.0
1231,GATI,532345.0
1232,JALAN,
1233,JITFINFRA,540311.0
1234,MAHESHWARI,
1235,MAHLOG,540768.0
1236,NECCLTD,534615.0
1237,PATINTLOG,526381.0
1238,SVLL,
1239,SICAL,520086.0
1240,SNOWMAN,538635.0
1241,TARACHAND,
1242,TCI,532349.0
1243,VRLLOG,539118.0
1244,BURGERKING,543248.0
1245,COFFEEDAY,539436.0
1246,DEVYANI,543330.0
1247,JUBLFOOD,533155.0
1248,WESTLIFE,505533.0
1249,AKZOINDIA,500710.0
1250,ASIANPAINT,500820.0
1251,BERGEPAINT,509480.0
1252,INDIGOPNTS,543258.0
1253,KANSAINER,500165.0
1254,SHALPAINTS,509874.0
1255,AMDIND,532828.0
1256,BKMINDST,539043.0
1257,CONTROLPR,522295.0
1258,COSMOFILMS,508814.0
1259,EMMBI,533161.0
1260,EPL,500135.0
1261,ESTER,500136.0
1262,EKC,532684.0
1263,FLEXITUFF,533638.0
1264,GUJRAFFIA,523836.0
1265,HITECHCORP,526217.0
1266,HUHTAMAKI,509820.0
1267,JINDALPOLY,500227.0
1268,KANPRPLA,507779.0
1269,NAHARPOLY,523391.0
1270,ORICONENT,513121.0
1271,ORIENTLTD,526325.0
1272,POLYPLEX,524051.0
1273,RPPL,
1274,ROLLT,502448.0
1275,SHREERAMA,532310.0
1276,TCPLPACK,523301.0
1277,TPLPLASTEH,526582.0
1278,UFLEX,500148.0
1279,AAKASH,
1280,ALPHAGEO,526397.0
1281,JINDRILL,511034.0
1282,AGROPHOS,
1283,ARIES,532935.0
1284,BOHRA,
1285,CHAMBLFERT,500085.0
1286,COROMANDEL,506395.0
1287,FACT,590024.0
1288,GNFC,500670.0
1289,GSFC,500690.0
1290,KHAICHEM,507794.0
1291,KRISHANA,
1292,MBAPL,
1293,MADRASFERT,590134.0
1294,MANGCHEFER,530011.0
1295,NAGAFERT,539917.0
1296,NFL,523630.0
1297,RCF,524230.0
1298,SPIC,590030.0
1299,ZUARI,534742.0
1300,HSIL,500187.0
1301,GOKEX,532630.0
1302,KPRMILL,532889.0
1303,KKCL,532732.0
1304,KITEX,521248.0
1305,PAGEIND,532827.0
1306,PGIL,532808.0
1307,RUPA,533552.0
1308,ZODIACLOTH,521163.0
1309,CAREERP,533260.0
1310,CLEDUCATE,540403.0
1311,GLOBAL,
1312,MTEDUCARE,534312.0
1313,TREEHOUSE,533540.0
1314,CARERATING,534804.0
1315,CRISIL,500092.0
1316,ICRA,532835.0
1317,APOLLOTYRE,500877.0
1318,BALKRISIND,502355.0
1319,BIRLATYRE,542932.0
1320,CEATLTD,500878.0
1321,GOODYEAR,500168.0
1322,INNOVATIVE,
1323,JKTYRE,530007.0
1324,MRF,500290.0
1325,TVSSRICHAK,509243.0
1326,NIBL,535458.0
1327,SCHAEFFLER,505790.0
1328,SKFINDIA,500472.0
1329,DIGISPICE,517214.0
1330,BATAINDIA,500043.0
1331,BIL,526666.0
1332,KHADIM,540775.0
1333,LIBERTSHOE,526596.0
1334,MIRZAINT,526642.0
1335,RELAXO,530517.0
1336,SREEL,535601.0
1337,SUPERHOUSE,523283.0
1338,AARVEEDEN,514274.0
1339,AICHAMP,532806.0
1340,ALOKINDS,521070.0
1341,ALPSINDUS,530715.0
1342,AMBIKCO,531978.0
1343,ARVIND,500101.0
1344,ASHIMASYN,514286.0
1345,AYMSYNTEX,508933.0
1346,BANG,532946.0
1347,BASML,532674.0
1348,BANSWRAS,503722.0
1349,BHANDARI,512608.0
1350,BOMDYEING,500020.0
1351,BRFL,532678.0
1352,BSL,514045.0
1353,CANTABIL,533267.0
1354,CELEBRITY,532695.0
1355,CENTENKA,500280.0
1356,CNOVAPETRO,533407.0
1357,DAMODARIND,521220.0
1358,DCMNVL,542729.0
1359,DOLLAR,541403.0
1360,DONEAR,512519.0
1361,ELAND,532820.0
1362,EASTSILK,590022.0
1363,EUROTEXIND,521014.0
1364,FILATEX,526227.0
1365,GANECOS,514167.0
1366,GANGOTRI,521176.0
1367,GARFIBRES,509557.0
1368,GINNIFILA,590025.0
1369,GLOBE,
1370,GRASIM,500300.0
1371,GRETEX,
1372,GTNIND,500170.0
1373,GTNTEX,532744.0
1374,HIMATSEIDE,514043.0
1375,INDIANCARD,509692.0
1376,INDTERRAIN,533329.0
1377,ICIL,521016.0
1378,INDORAMA,500207.0
1379,INTEGRA,535958.0
1380,IRISDOREME,
1381,JAKHARIA,
1382,JBFIND,514034.0
1383,JETKNIT,
1384,JINDCOT,533103.0
1385,JINDWORLD,531543.0
1386,LAGNAM,
1387,LAXMIMACH,500252.0
1388,LAMBODHARA,590075.0
1389,LAXMICOT,
1390,LIBAS,
1391,LOVABLE,533343.0
1392,LUXIND,539542.0
1393,MARALOVER,521018.0
1394,MDL,
1395,MITTAL,
1396,MHHL,
1397,MOHITIND,531453.0
1398,MOHOTAIND,530047.0
1399,MONTECARLO,538836.0
1400,MORARJEE,532621.0
1401,NAGREEKEXP,521109.0
1402,NAHARINDUS,519136.0
1403,NAHARSPING,500296.0
1404,NDL,532641.0
1405,JAIPURKURT,
1406,NITINSPIN,532698.0
1407,ORBTEXP,512626.0
1408,PASHUPATI,
1409,PATSPINLTD,514326.0
1410,PDSMFL,538730.0
1411,PIONEEREMB,514300.0
1412,PRADIP,533178.0
1413,PRECOT,521184.0
1414,PRITI,
1415,RAJRAYON,530699.0
1416,RAJVIR,532665.0
1417,RAMGOPOLY,514223.0
1418,RAYMOND,500330.0
1419,RSWM,500350.0
1420,RUBYMILLS,503169.0
1421,SPAL,540048.0
1422,SALONA,590056.0
1423,SANGAMIND,514234.0
1424,SARLAPOLY,526885.0
1425,SFL,540203.0
1426,SPYL,533301.0
1427,SHIVAMILLS,540961.0
1428,SHIVATEX,511108.0
1429,SINTEX,502742.0
1430,SIYSIL,503811.0
1431,SKSTEXTILE,
1432,SOMATEX,521034.0
1433,SPENTEX,521082.0
1434,SPLIL,532651.0
1435,SRF,503806.0
1436,SGL,532730.0
1437,SUMEETINDS,514211.0
1438,SUPERSPIN,521180.0
1439,SURYALAXMI,521200.0
1440,SUTLEJTEX,532782.0
1441,SWANENERGY,503310.0
1442,TTL,514142.0
1443,TCNSBRANDS,541700.0
1444,THOMASCOTT,533941.0
1445,TRIDENT,521064.0
1446,UNITEDPOLY,
1447,VARDHACRLC,
1448,VARDMNPOLY,514175.0
1449,VTL,502986.0
1450,VIPCLOTHNG,532613.0
1451,VISHAL,538598.0
1452,WEIZMANIND,523011.0
1453,WELSPUNIND,514162.0
1454,ZENITHEXPO,512553.0
1455,ASIANTILES,532888.0
1456,CERA,532443.0
1457,EXXARO,543327.0
1458,KAJARIACER,500233.0
1459,LEXUS,
1460,MURUDCERA,515037.0
1461,NITCO,532722.0
1462,ORIENTBELL,530365.0
1463,REGENCERAM,515018.0
1464,SOMANYCERA,531548.0
1465,ASTRAMICRO,532493.0
1466,GTL,500160.0
1467,GTLINFRA,532775.0
1468,INDUSTOWER,534816.0
1469,ITI,523610.0
1470,KAVVERITEL,590041.0
1471,NELCO,504112.0
1472,OLECTRA,532439.0
1473,SHYAMTEL,517411.0
1474,GLOBALVECT,532773.0
1475,INDIGO,539448.0
1476,JETAIRWAYS,532617.0
1477,JETFREIGHT,
1478,SPICEJET,500285.0
1479,ASALCBR,507526.0
1480,AURDIS,
1481,GMBREW,507488.0
1482,GLOBUSSPR,533104.0
1483,IFBAGRO,507438.0
1484,PIONDIST,531879.0
1485,RADICO,532497.0
1486,RKDL,533294.0
1487,SDBL,507514.0
1488,TI,507205.0
1489,UBL,532478.0
1490,MCDOWELL-N,532432.0
1491,BHARTIARTL,532454.0
1492,MTNL,500108.0
1493,ONMOBILE,532944.0
1494,RAILTEL,543265.0
1495,RCOM,532712.0
1496,TATACOMM,500483.0
1497,TTML,532371.0
1498,TEJASNET,540595.0
1499,UNIINFO,
1500,IDEA,532822.0
1501,APOLLOHOSP,508869.0
1502,ARTEMISMED,542919.0
1503,ASTERDM,540975.0
1504,LALPATHLAB,539524.0
1505,FORTIS,532843.0
1506,HCG,539787.0
1507,INDRAMEDCO,532150.0
1508,KOVAI,523323.0
1509,KIMS,543308.0
1510,KRSNAA,543328.0
1511,LOTUSEYE,532998.0
1512,MAXHEALTH,543220.0
1513,METROPOLIS,542650.0
1514,NH,539551.0
1515,OPTOCIRCUI,532391.0
1516,POLYMED,531768.0
1517,SHALBY,540797.0
1518,THYROCARE,539871.0
1519,AHLUCONT,532811.0
1520,AJMERA,513349.0
1521,AMJLAND,500343.0
1522,ANANTRAJ,515055.0
1523,ANSALHSG,507828.0
1524,ANSALAPI,500013.0
1525,ARIHANT,531381.0
1526,ARIHANTSUP,506194.0
1527,ARVSMART,539301.0
1528,ASHIANA,523716.0
1529,BHAGYAPROP,540621.0
1530,BRIGADE,532929.0
1531,CAPACITE,540710.0
1532,COUNCODOS,531624.0
1533,DBREALTY,533160.0
1534,DLF,532868.0
1535,EMAMIREAL,533218.0
1536,GRINFRA,543317.0
1537,GEECEE,532764.0
1538,GODREJPROP,533150.0
1539,HDIL,532873.0
1540,HEMIPROP,543242.0
1541,HUBTOWN,532799.0
1542,IBREALEST,532832.0
1543,KARDA,541161.0
1544,KAUSHALYA,532925.0
1545,KOLTEPATIL,532924.0
1546,LPDC,533012.0
1547,MARATHON,503101.0
1548,NBCC,534309.0
1549,NITESHEST,533202.0
1550,OBEROIRLTY,533273.0
1551,OMAXE,532880.0
1552,OSWALAGRO,500317.0
1553,PENINLAND,503031.0
1554,PHOENIXLTD,503100.0
1555,PODDARHOUS,523628.0
1556,PRAENG,531746.0
1557,PRESTIGE,533274.0
1558,PROZONINTU,534675.0
1559,PURVA,532891.0
1560,PVP,517556.0
1561,RVHL,543251.0
1562,SECL,
1563,SHRADHA,
1564,SOBHA,532784.0
1565,SPMLINFRA,500402.0
1566,SUMIT,
1567,SUNTECK,512179.0
1568,TARC,543249.0
1569,TARMAT,532869.0
1570,TCIDEVELOP,533393.0
1571,TECHIN,526576.0
1572,TEXINFRA,505400.0
1573,UNITECH,507878.0
1574,VIPULLTD,511726.0
1575,ZUARIGLOB,500780.0
1576,AVADHSUGAR,540649.0
1577,BAJAJHIND,500032.0
1578,BALRAMCHIN,500038.0
1579,BANARISUG,500041.0
1580,DALMIASUG,500097.0
1581,DHAMPURSUG,500119.0
1582,DHARSUGAR,507442.0
1583,DWARKESH,532610.0
1584,EIDPARRY,500125.0
1585,KCPSUGIND,533192.0
1586,KESARENT,507180.0
1587,KMSUGAR,532673.0
1588,KOTARISUG,507190.0
1589,MAGADSUGAR,540650.0
1590,MAWANASUG,523371.0
1591,PONNIERODE,532460.0
1592,RAJSREESUG,500354.0
1593,RANASUG,507490.0
1594,SAKHTISUG,507315.0
1595,RENUKA,532670.0
1596,SIMBHALS,539742.0
1597,TRIVENI,532356.0
1598,UGARSUGAR,530363.0
1599,UTTAMSUGAR,532729.0
1600,VISHWARAJ,542852.0
1601,ACRYSIL,524091.0
1602,AMBER,540902.0
1603,BAJAJELEC,500031.0
1604,BLUESTARCO,500067.0
1605,BPL,500074.0
1606,BUTTERFLY,517421.0
1607,DELTAMAGNT,504286.0
1608,DIXON,540699.0
1609,EUROMULTI,533109.0
1610,GENUSPOWER,530343.0
1611,HIRECT,504036.0
1612,HONAUT,517174.0
1613,IFBIND,505726.0
1614,JCHAC,523398.0
1615,KDDL,532054.0
1616,MIRCELECTR,500279.0
1617,ORIENTELEC,541301.0
1618,PGEL,533581.0
1619,SALORAINTL,500370.0
1620,SONAMCLOCK,
1621,STOVEKRAFT,543260.0
1622,SYMPHONY,517385.0
1623,TTKPRESTIG,517506.0
1624,VOLTAS,500575.0
1625,WHIRLPOOL,500238.0
1626,DSML,
1627,EMKAYTOOLS,
1628,HMT,500191.0
1629,ICEMAKE,
1630,MACPOWER,
1631,MARSHALL,
1632,MBECL,532629.0
1633,MOLDTECH,526263.0
1634,MTARTECH,543270.0
1635,OMINFRAL,531092.0
1636,PERFECT,
1637,SKIPPER,538562.0
1638,SWSOLAR,542760.0
1639,ANUP,542460.0
1640,THEJO,
1641,TRANSWIND,
1642,GICRE,540755.0
1643,HDFCLIFE,540777.0
1644,ICICIGI,540716.0
1645,ICICIPRULI,540133.0
1646,NIACL,540769.0
1647,SBILIFE,540719.0
1648,AHLADA,
1649,ANKITMETAL,532870.0
1650,APLAPOLLO,533758.0
1651,BEDMUTHA,533270.0
1652,BHARATWIRE,539799.0
1653,DPWIRES,
1654,ELECTHERM,526608.0
1655,GALLISPAT,533265.0
1656,GALLANTT,532726.0
1657,GANDHITUBE,513108.0
1658,GPIL,532734.0
1659,GOODLUCK,530655.0
1660,GFSTEELS,513343.0
1661,GAL,533275.0
1662,HITECH,
1663,HISARMETAL,590018.0
1664,INCREDIBLE,538365.0
1665,ISMTLTD,532479.0
1666,JAIBALAJI,532976.0
1667,JINDALSAW,500378.0
1668,JSL,532508.0
1669,JSLHISAR,539597.0
1670,JINDALSTEL,532286.0
1671,JSWISPL,513446.0
1672,JSWSTEEL,500228.0
1673,KSL,500235.0
1674,KAMDHENU,532741.0
1675,KIRLFER,500245.0
1676,KRITIKA,
1677,LSIL,539992.0
1678,MAHSEAMLES,500265.0
1679,MAHASTEEL,513554.0
1680,MANINDS,513269.0
1681,MANAKCOAT,539046.0
1682,MANAKSTEEL,539044.0
1683,MIDHANI,541195.0
1684,MSPL,532650.0
1685,MUKANDLTD,500460.0
1686,NATNLSTEEL,513179.0
1687,OILCOUNTUB,500313.0
1688,PENIND,513228.0
1689,PRAKASH,506022.0
1690,PRAKASHSTL,533239.0
1691,RAJRATAN,517522.0
1692,RAMASTEEL,539309.0
1693,RATNAMANI,520111.0
1694,SAIL,500113.0
1695,SALSTEEL,532604.0
1696,SALASAR,540642.0
1697,SARDAEN,504614.0
1698,SATHAISPAT,526093.0
1699,SHAHALLOYS,513436.0
1700,SHYAMMETL,543299.0
1701,SRIPIPES,513605.0
1702,SUNFLAG,500404.0
1703,SUPREMEENG,
1704,SURANI,
1705,SURYAROSNI,500336.0
1706,TATAMETALI,513434.0
1707,TATASTEEL,500470.0
1708,TATASTLBSL,500055.0
1709,TATASTLLP,513010.0
1710,TIIL,532804.0
1711,USHAMART,517146.0
1712,UTTAMSTL,513216.0
1713,VSSL,534392.0
1714,VASWANI,533576.0
1715,VISASTEEL,532721.0
1716,WELCORP,532144.0
1717,ZENITHSTL,531845.0
1718,CYBERMEDIA,532640.0
1719,ABFRL,535755.0
1720,ARCHIES,532212.0
1721,ARVINDFASN,542484.0
1722,DMART,540376.0
1723,FELDVR,570002.0
1724,FEL,523574.0
1725,FLFL,536507.0
1726,FRETAIL,540064.0
1727,TMRVL,540210.0
1728,OSIAHYPER,
1729,SHOPERSTOP,532638.0
1730,SPENCERS,542337.0
1731,TRENT,500251.0
1732,VMART,534976.0
1733,V2RETAIL,532867.0
1734,ALICON,531147.0
1735,AMARAJABAT,500008.0
1736,ASLIND,
1737,AUTOIND,532797.0
1738,AUTOLITIND,500029.0
1739,AUTOAXLES,505010.0
1740,ASAL,520119.0
1741,BANCOINDIA,500039.0
1742,BHARATGEAR,505688.0
1743,BOSCHLTD,500530.0
1744,CRAFTSMAN,543276.0
1745,ENDURANCE,540153.0
1746,EXIDEIND,500086.0
1747,FMGOETZE,505744.0
1748,FIEMIND,532768.0
1749,GABRIEL,505714.0
1750,GNA,540124.0
1751,HINDCOMPOS,509635.0
1752,IGARASHI,517380.0
1753,IMPAL,590065.0
1754,INDNIPPON,532240.0
1755,JAMNAAUTO,520051.0
1756,JAYBARMARU,520066.0
1757,JBMA,532605.0
1758,JMTAUTOLTD,513691.0
1759,JTEKTINDIA,520057.0
1760,JMA,532420.0
1761,LGBBROSLTD,500250.0
1762,LUMAXTECH,532796.0
1763,LUMAXIND,517206.0
1764,MENONBE,523828.0
1765,MINDACORP,538962.0
1766,MINDAIND,532539.0
1767,MOTHERSUMI,517334.0
1768,MUNJALAU,520059.0
1769,MUNJALSHOW,520043.0
1770,NDRAUTO,543214.0
1771,NRBBEARING,530367.0
1772,OMAXAUTO,520021.0
1773,PAEL,517230.0
1774,PPAP,532934.0
1775,PRECAM,539636.0
1776,PRICOLLTD,540293.0
1777,PRITIKAUTO,539359.0
1778,RML,532661.0
1779,RBL,532987.0
1780,RANEENGINE,532988.0
1781,REMSONSIND,530919.0
1782,RICOAUTO,520008.0
1783,ROLEXRINGS,543325.0
1784,SANDHAR,541163.0
1785,SETCO,505075.0
1786,SHANTIGEAR,522034.0
1787,SHARDAMOTR,535602.0
1788,SHIVAMAUTO,532776.0
1789,SHRIPISTON,
1790,SINTERCOM,
1791,SSWL,513262.0
1792,SUBROS,517168.0
1793,SUNDRMBRAK,590072.0
1794,SUNCLAYLTD,520056.0
1795,SUPRAJIT,532509.0
1796,TALBROAUTO,505160.0
1797,HITECHGEAR,522073.0
1798,TIMKEN,522113.0
1799,UCALFUEL,500464.0
1800,UWCSL,
1801,VARROC,541578.0
1802,WABCOINDIA,533023.0
1803,WHEELS,590073.0
1804,ADVANIHOTR,523269.0
1805,APOLSINHOT,
1806,AHLEAST,533227.0
1807,ASIANHOTNR,500023.0
1808,AHLWEST,533221.0
1809,BARBEQUE,543283.0
1810,BLUECOAST,531495.0
1811,CHALET,542399.0
1812,CCHHL,526550.0
1813,EIHOTEL,500840.0
1814,EIHAHOTELS,523127.0
1815,HLVLTD,500193.0
1816,HOTELRUGBY,526683.0
1817,ITDC,532189.0
1818,INDHOTEL,500850.0
1819,KAMATHOTEL,526668.0
1820,KHFM,
1821,LEMONTREE,541233.0
1822,MHRIL,533088.0
1823,ORIENTHOT,500314.0
1824,ROHLTD,532699.0
1825,SPECIALITY,534425.0
1826,TAJGVK,532390.0
1827,TGBHOTELS,532845.0
1828,BYKE,531373.0
1829,VICEROY,523796.0
1830,BEL,500049.0
1831,CENTUM,517544.0
1832,KERNEX,532686.0
1833,NITIRAJ,
1834,PULZ,
1835,SBCL,513097.0
1836,IRCTC,542830.0
1837,ACCORD,
1838,ADANIPORTS,532921.0
1839,AJRINFRA,532959.0
1840,AISL,
1841,ASHOKA,533271.0
1842,ATALREAL,
1843,ATLANTA,532759.0
1844,BGRENERGY,532930.0
1845,DBL,540047.0
1846,ENGINERSIN,532178.0
1847,GEPIL,532309.0
1848,GMRINFRA,532754.0
1849,HECPROJECT,532533.0
1850,HFCL,500183.0
1851,IL&FSENGG,532907.0
1852,IL&FSTRANS,533177.0
1853,IRB,532947.0
1854,IRCON,541956.0
1855,JKIL,532940.0
1856,JPINFRATEC,533207.0
1857,LT,500510.0
1858,LIKHITHA,543240.0
1859,MEP,539126.0
1860,MUKANDENGG,532097.0
1861,NOIDATOLL,532481.0
1862,PIGL,
1863,RIIL,523445.0
1864,RELINFRA,500390.0
1865,RITES,541556.0
1866,SHRIRAMEPC,532945.0
1867,TANTIACONS,532738.0
1868,TECHNOE,542141.0
1869,WSI,504220.0
1870,ZODIAC,
1871,ATFL,500215.0
1872,AVTNPL,519105.0
1873,BCLIND,524332.0
1874,GOKULAGRO,539725.0
1875,GOKUL,532980.0
1876,GAEL,524226.0
1877,MGEL,
1878,NKIND,519494.0
1879,ROML,533093.0
1880,RUCHI,500368.0
1881,SRPL,
